RA,ano_pesquisa,fase,fase_ideal,defasagem,turma,genero,ano_nascimento,idade,ano_ingresso,rede_ensino,pedra_atual,pedra_ano_anterior,inde,inde_ano_anterior,iaa,ieg,ips,ipp,ida,ipv,ian,n_avaliacoes,indicado_bolsa,atingiu_pv,tempo_na_associacao,categoria_defasagem
RA-938,2023,0,1,-1,ALFA K - G0/G1,Masculino,2014,9,2023,Pública,Agata,,6.7372,,8.5,8.4,7.52,6.25,4.2,7.5,5.0,2.0,,,0.0,Moderada
RA-939,2023,0,2,-2,ALFA L - G2/G3,Feminino,2012,11,2023,Pública,Ametista,,7.9742,,9.0,10.0,7.52,7.5,5.4,10.01,5.0,2.0,,,0.0,Moderada
RA-789,2023,0,0,0,ALFA L - G2/G3,Feminino,2015,8,2022,Pública,Ametista,Ametista,7.974,7.405,0.0,9.5,7.52,7.5,7.9,10.01,10.0,2.0,,,1.0,Em fase
RA-792,2023,0,2,-2,ALFA L - G2/G3,Feminino,2013,10,2022,Pública,Ametista,Agata,7.6267,7.025,9.0,7.7,7.52,6.875,7.2,9.085,5.0,2.0,,,1.0,Moderada
RA-940,2023,0,2,-2,ALFA L - G2/G3,Masculino,2012,11,2023,Pública,Agata,,6.6112,,9.0,8.4,2.52,6.25,6.3,7.02,5.0,2.0,,,0.0,Moderada
RA-941,2023,0,0,0,ALFA L - G2/G3,Feminino,2015,8,2023,Pública,Ametista,,7.6872,,8.0,10.0,7.52,5.0,5.0,8.175,10.0,2.0,,,0.0,Em fase
RA-942,2023,0,2,-2,ALFA L - G2/G3,Feminino,2013,10,2023,Pública,Agata,,6.8547,,9.5,8.9,2.52,5.625,7.1,7.0,5.0,2.0,,,0.0,Moderada
RA-943,2023,0,0,0,ALFA L - G2/G3,Feminino,2015,8,2023,Pública,Topazio,,8.9172,,9.5,9.4,7.52,7.5,8.0,9.925,10.0,2.0,,,0.0,Em fase
RA-782,2023,0,1,-1,ALFA L - G2/G3,Masculino,2014,9,2022,Pública,Ametista,Ametista,7.6812,7.485,8.5,9.8,2.52,7.5,7.5,9.345,5.0,2.0,,,1.0,Moderada
RA-768,2023,0,2,-2,ALFA L - G2/G3,Feminino,2012,11,2021,Pública,Topazio,Ametista,8.4042,7.646,10.0,9.1,7.52,7.5,7.9,10.01,5.0,2.0,,,2.0,Moderada
RA-794,2023,0,1,-1,ALFA L - G2/G3,Feminino,2014,9,2022,Pública,Ametista,Ametista,7.9842,7.335,9.0,9.2,7.52,7.5,6.2,10.01,5.0,2.0,,,1.0,Moderada
RA-795,2023,0,1,-1,ALFA L - G2/G3,Feminino,2014,9,2022,Pública,Topazio,Topazio,8.4642,8.064,9.0,9.6,7.52,7.5,8.2,10.01,5.0,2.0,,,1.0,Moderada
RA-944,2023,0,1,-1,ALFA M - G0/G1,Feminino,2014,9,2023,Pública,Ametista,,7.0687,,9.0,7.6,7.52,5.625,7.5,6.67,5.0,2.0,,,0.0,Moderada
RA-945,2023,0,0,0,ALFA M - G0/G1,Masculino,2015,8,2023,Pública,Topazio,,8.0777,,8.5,9.2,7.52,6.875,7.9,6.84,10.0,2.0,,,0.0,Em fase
RA-946,2023,0,0,0,ALFA M - G0/G1,Masculino,2016,7,2023,Pública,Topazio,,8.5822,,9.5,9.4,7.52,7.5,9.3,7.0,10.0,2.0,,,0.0,Em fase
RA-754,2023,0,2,-2,ALFA M - G0/G1,Masculino,2013,10,2022,Pública,Agata,Agata,6.0537,6.602,9.5,6.1,2.52,6.875,5.6,6.67,5.0,2.0,,,1.0,Moderada
RA-947,2023,0,0,0,ALFA M - G0/G1,Masculino,2015,8,2023,Pública,Agata,,6.3457,,9.0,7.9,7.52,4.375,3.3,5.08,10.0,2.0,,,0.0,Em fase
RA-948,2023,0,0,0,ALFA M - G0/G1,Feminino,2015,8,2023,Pública,Agata,,6.5277,,9.0,7.6,7.52,6.875,0.0,8.34,10.0,2.0,,,0.0,Em fase
RA-949,2023,0,0,0,ALFA M - G0/G1,Feminino,2015,8,2023,Pública,Topazio,,8.0172,,9.5,8.1,7.52,6.25,8.9,6.5,10.0,2.0,,,0.0,Em fase
RA-950,2023,0,0,0,ALFA M - G0/G1,Feminino,2014,9,2023,Pública,Topazio,,8.8862,,9.0,10.0,7.52,7.5,9.3,8.17,10.0,2.0,,,0.0,Em fase
RA-773,2023,0,1,-1,ALFA M - G0/G1,Feminino,2013,10,2022,Pública,Agata,Agata,6.9287,6.922,10.0,7.5,2.52,5.625,7.9,7.67,5.0,2.0,,,1.0,Moderada
RA-951,2023,0,0,0,ALFA M - G0/G1,Feminino,2016,7,2023,Pública,Topazio,,8.8902,,9.5,9.7,7.52,7.5,8.4,9.09,10.0,2.0,,,0.0,Em fase
RA-769,2023,0,2,-2,ALFA N - G2/G3,Feminino,2013,10,2022,Pública,Ametista,Ametista,7.85345,7.598,10.0,9.3,3.77,7.8125,8.0,8.675,5.0,2.0,,,1.0,Moderada
RA-952,2023,0,0,0,ALFA N - G2/G3,Masculino,2015,8,2023,Pública,Topazio,,8.37095,,9.5,9.2,3.77,7.1875,9.0,8.425,10.0,2.0,,,0.0,Em fase
RA-826,2023,0,1,-1,ALFA N - G2/G3,Masculino,2014,9,2022,Pública,Ametista,Ametista,7.77645,7.776,10.0,10.0,3.77,7.8125,7.3,8.34,5.0,2.0,,,1.0,Moderada
RA-953,2023,0,0,0,ALFA N - G2/G3,Feminino,2015,8,2023,Pública,Ametista,,7.54005,,7.4,8.8,3.14,6.5625,8.3,7.09,10.0,2.0,,,0.0,Em fase
RA-954,2023,0,0,0,ALFA N - G2/G3,Feminino,2015,8,2023,Pública,Agata,,6.82375,,0.0,8.3,3.14,7.1875,7.7,8.005,10.0,2.0,,,0.0,Em fase
RA-780,2023,0,2,-2,ALFA N - G2/G3,Feminino,2013,10,2022,Pública,Ametista,Agata,7.7842,6.955,9.5,8.8,3.14,8.75,8.3,8.675,5.0,2.0,,,1.0,Moderada
RA-955,2023,0,2,-2,ALFA N - G2/G3,Feminino,2013,10,2023,Pública,Ametista,,7.1297,,9.0,8.8,3.14,6.875,7.8,7.09,5.0,2.0,,,0.0,Moderada
RA-831,2023,0,1,-1,ALFA N - G2/G3,Masculino,2013,10,2022,Pública,Ametista,Ametista,7.71645,7.41,8.0,9.4,3.77,7.8125,8.3,8.59,5.0,2.0,,,1.0,Moderada
RA-783,2023,0,1,-1,ALFA N - G2/G3,Masculino,2014,9,2021,Pública,Ametista,Agata,7.2922,6.996,9.5,6.8,3.77,7.5,8.9,7.925,5.0,2.0,,,2.0,Moderada
RA-774,2023,0,1,-1,ALFA N - G2/G3,Feminino,2014,9,2022,Pública,Quartzo,Ametista,5.852,7.587,0.0,9.5,3.14,5.0,6.9,6.34,5.0,2.0,,,1.0,Moderada
RA-748,2023,0,2,-2,ALFA O - G2/G3,Masculino,2013,10,2022,Pública,Topazio,Topazio,8.7142,8.084,9.5,9.7,7.52,7.5,9.1,10.01,5.0,2.0,,,1.0,Moderada
RA-749,2023,0,1,-1,ALFA O - G2/G3,Masculino,2013,10,2022,Pública,Ametista,Ametista,7.7597,7.484,10.0,9.0,7.52,5.625,7.3,8.425,5.0,2.0,,,1.0,Moderada
RA-956,2023,0,2,-2,ALFA O - G2/G3,Masculino,2012,11,2023,Pública,Ametista,,7.7312,,8.0,7.5,7.52,7.5,7.8,9.345,5.0,2.0,,,0.0,Moderada
RA-787,2023,0,1,-1,ALFA O - G2/G3,Masculino,2014,9,2022,Pública,Ametista,Ametista,7.5227,7.205,9.0,9.8,7.52,5.625,5.9,8.34,5.0,2.0,,,1.0,Moderada
RA-957,2023,0,0,0,ALFA O - G2/G3,Feminino,2014,9,2023,Pública,Topazio,,9.1672,,10.0,9.3,7.52,7.5,9.1,9.925,10.0,2.0,,,0.0,Em fase
RA-753,2023,0,1,-1,ALFA O - G2/G3,Feminino,2014,9,2022,Pública,Topazio,Topazio,8.6672,8.481,9.0,9.9,7.52,7.5,9.0,9.925,5.0,2.0,,,1.0,Moderada
RA-958,2023,0,0,0,ALFA O - G2/G3,Feminino,2015,8,2023,Pública,Topazio,,9.2902,,10.0,9.8,7.52,7.5,9.3,9.84,10.0,2.0,,,0.0,Em fase
RA-755,2023,0,1,-1,ALFA O - G2/G3,Masculino,2014,9,2022,Pública,Topazio,Topazio,8.7442,8.566,10.0,9.5,7.52,7.5,9.2,10.01,5.0,2.0,,,1.0,Moderada
RA-763,2023,0,2,-2,ALFA O - G2/G3,Feminino,2012,11,2021,Pública,Agata,Ametista,6.7215,7.402,0.0,9.2,3.14,6.875,7.9,9.0,5.0,2.0,,,2.0,Moderada
RA-757,2023,0,2,-2,ALFA O - G2/G3,Feminino,2013,10,2022,Pública,Topazio,Topazio,8.6742,8.26,9.0,9.6,7.52,7.5,9.3,10.01,5.0,2.0,,,1.0,Moderada
RA-959,2023,0,0,0,ALFA O - G2/G3,Masculino,2015,8,2023,Pública,Topazio,,8.6677,,10.0,9.6,7.52,6.875,7.7,8.84,10.0,2.0,,,0.0,Em fase
RA-960,2023,0,2,-2,ALFA O - G2/G3,Masculino,2013,10,2023,Pública,Ametista,,7.0847,,8.5,10.0,7.52,5.625,6.3,5.85,5.0,2.0,,,0.0,Moderada
RA-961,2023,0,1,-1,ALFA O - G2/G3,Masculino,2014,9,2023,Pública,Quartzo,,5.99625,,0.0,8.7,2.52,5.3125,6.2,8.665,5.0,2.0,,,0.0,Moderada
RA-962,2023,0,1,-1,ALFA Q - G2/G3,Feminino,2014,9,2023,Pública,Topazio,,8.4742,,9.0,9.2,7.52,7.5,8.7,10.01,5.0,2.0,,,0.0,Moderada
RA-805,2023,0,1,-1,ALFA Q - G2/G3,Masculino,2014,9,2021,Pública,Agata,Topazio,6.492,8.279,0.0,9.1,7.52,6.25,6.8,7.175,5.0,2.0,,,2.0,Moderada
RA-806,2023,0,1,-1,ALFA Q - G2/G3,Masculino,2014,9,2022,Pública,Ametista,Ametista,7.2937,7.561,8.5,8.3,6.27,6.875,7.8,7.095,5.0,2.0,,,1.0,Moderada
RA-807,2023,0,1,-1,ALFA Q - G2/G3,Masculino,2014,9,2022,Pública,Ametista,Topazio,7.8632,8.121,9.5,9.1,7.52,6.25,8.0,8.08,5.0,2.0,,,1.0,Moderada
RA-963,2023,0,1,-1,ALFA Q - G2/G3,Feminino,2014,9,2023,Pública,Topazio,,8.6142,,9.5,9.8,7.52,7.5,8.5,10.01,5.0,2.0,,,0.0,Moderada
RA-964,2023,0,1,-1,ALFA Q - G2/G3,Masculino,2014,9,2023,Pública,Ametista,,7.7997,,8.5,9.4,7.52,6.875,7.2,8.5,5.0,2.0,,,0.0,Moderada
RA-965,2023,0,1,-1,ALFA Q - G2/G3,Feminino,2014,9,2023,Pública,Agata,,6.4832,,8.5,8.2,6.27,5.0,4.7,7.18,5.0,2.0,,,0.0,Moderada
RA-966,2023,0,1,-1,ALFA Q - G2/G3,Masculino,2014,9,2023,Pública,Ametista,,7.44345,,10.0,10.0,7.52,6.5625,5.0,7.675,5.0,2.0,,,0.0,Moderada
RA-967,2023,0,2,-2,ALFA Q - G2/G3,Masculino,2013,10,2023,Pública,Ametista,,7.1347,,9.5,8.0,7.52,5.625,6.5,7.35,5.0,2.0,,,0.0,Moderada
RA-968,2023,0,1,-1,ALFA Q - G2/G3,Feminino,2014,9,2023,Pública,Topazio,,8.4942,,9.0,9.7,7.52,7.5,8.3,10.01,5.0,2.0,,,0.0,Moderada
RA-812,2023,0,0,0,ALFA Q - G2/G3,Masculino,2014,9,2022,Pública,Topazio,Ametista,8.0357,7.497,9.5,9.1,7.52,6.875,5.8,8.33,10.0,2.0,,,1.0,Em fase
RA-969,2023,0,0,0,ALFA Q - G2/G3,Masculino,2015,8,2023,Pública,Ametista,,7.7692,,8.5,9.7,7.52,6.25,5.5,7.51,10.0,2.0,,,0.0,Em fase
RA-970,2023,0,0,0,ALFA R - G0/G1,Feminino,2015,8,2023,Pública,Topazio,,8.9977,,8.5,8.1,7.52,9.375,9.4,9.84,10.0,2.0,,,0.0,Em fase
RA-971,2023,0,0,0,ALFA R - G0/G1,Masculino,2015,8,2023,Pública,Ametista,,7.0169,,7.8,6.4,3.77,5.625,6.9,8.17,10.0,2.0,,,0.0,Em fase
RA-972,2023,0,0,0,ALFA R - G0/G1,Masculino,2015,8,2023,Pública,Ametista,,7.5427,,9.0,9.1,3.77,6.875,6.0,7.84,10.0,2.0,,,0.0,Em fase
RA-973,2023,0,1,-1,ALFA R - G0/G1,Masculino,2014,9,2023,Pública,Quartzo,,5.82875,,0.0,8.6,3.77,7.1875,5.2,7.415,5.0,2.0,,,0.0,Moderada
RA-974,2023,0,0,0,ALFA R - G0/G1,Masculino,2015,8,2023,Pública,Topazio,,8.4752,,9.0,9.1,3.77,7.5,8.8,9.34,10.0,2.0,,,0.0,Em fase
RA-975,2023,0,0,0,ALFA R - G0/G1,Feminino,2015,8,2023,Pública,Ametista,,7.7803,,7.9,9.2,7.52,5.625,6.5,7.67,10.0,2.0,,,0.0,Em fase
RA-976,2023,0,0,0,ALFA R - G0/G1,Masculino,2015,8,2023,Pública,Topazio,,8.39895,,9.5,9.2,6.27,5.9375,8.6,8.34,10.0,2.0,,,0.0,Em fase
RA-977,2023,0,0,0,ALFA R - G0/G1,Feminino,2015,8,2023,Pública,Ametista,,7.1717,,8.5,7.4,5.02,5.625,5.8,8.085,10.0,2.0,,,0.0,Em fase
RA-978,2023,0,0,0,ALFA R - G0/G1,Feminino,2015,8,2023,Pública,Topazio,,8.3877,,9.0,9.8,3.77,5.625,8.6,9.34,10.0,2.0,,,0.0,Em fase
RA-979,2023,0,0,0,ALFA S - G2/G3,Masculino,2015,8,2023,Pública,Topazio,,8.1617,,9.5,9.6,6.27,5.625,6.0,9.51,10.0,2.0,,,0.0,Em fase
RA-980,2023,0,0,0,ALFA S - G2/G3,Feminino,2015,8,2023,Pública,Ametista,,7.1425,,0.0,9.8,5.02,5.625,6.3,9.34,10.0,2.0,,,0.0,Em fase
RA-808,2023,0,1,-1,ALFA S - G2/G3,Masculino,2014,9,2022,Pública,Topazio,Topazio,8.1932,8.361,10.0,10.0,2.52,7.5,8.7,9.755,5.0,2.0,,,1.0,Moderada
RA-981,2023,0,0,0,ALFA S - G2/G3,Feminino,2016,7,2023,Pública,Ametista,,7.5367,,9.5,9.1,2.52,5.625,5.8,9.01,10.0,2.0,,,0.0,Em fase
RA-982,2023,0,0,0,ALFA S - G2/G3,Masculino,2015,8,2023,Pública,Ametista,,7.1215,,0.0,9.1,2.52,5.625,8.6,8.835,10.0,2.0,,,0.0,Em fase
RA-983,2023,0,0,0,ALFA S - G2/G3,Masculino,2014,9,2023,Pública,Topazio,,8.3502,,8.5,9.9,2.52,6.25,8.8,9.415,10.0,2.0,,,0.0,Em fase
RA-984,2023,0,0,0,ALFA S - G2/G3,Feminino,2014,9,2023,Pública,Topazio,,8.8177,,8.0,9.8,7.52,6.875,8.3,9.84,10.0,2.0,,,0.0,Em fase
RA-985,2023,0,0,0,ALFA S - G2/G3,Masculino,2015,8,2023,Pública,Ametista,,7.6247,,9.0,9.3,2.52,5.625,6.8,8.5,10.0,2.0,,,0.0,Em fase
RA-986,2023,0,0,0,ALFA S - G2/G3,Feminino,2015,8,2023,Pública,Topazio,,8.0107,,9.5,9.1,2.52,5.625,8.3,8.83,10.0,2.0,,,0.0,Em fase
RA-987,2023,0,0,0,ALFA S - G2/G3,Masculino,2015,8,2023,Pública,Ametista,,7.6765,,0.0,9.8,6.27,6.875,7.3,9.76,10.0,2.0,,,0.0,Em fase
RA-988,2023,0,1,-1,ALFA S - G2/G3,Feminino,2014,9,2023,Pública,Ametista,,7.9568,,7.9,8.1,7.52,6.25,8.5,9.84,5.0,2.0,,,0.0,Moderada
RA-989,2023,0,1,-1,ALFA S - G2/G3,Masculino,2014,9,2023,Pública,Ametista,,7.7242,,9.5,8.1,2.52,7.5,8.3,10.01,5.0,2.0,,,0.0,Moderada
RA-677,2023,0,1,-1,ALFA T - G2/G3,Feminino,2014,9,2021,Pública,Topazio,Topazio,8.5257,8.358,10.0,8.2,10.0,6.875,8.7,9.84,5.0,2.0,,,2.0,Moderada
RA-990,2023,0,1,-1,ALFA T - G2/G3,Masculino,2014,9,2023,Pública,Ametista,,7.254,,0.0,8.5,7.52,7.5,7.8,10.01,5.0,2.0,,,0.0,Moderada
RA-991,2023,0,1,-1,ALFA T - G2/G3,Feminino,2014,9,2023,Pública,Ametista,,7.7687,,10.0,9.1,3.14,6.875,7.7,9.585,5.0,2.0,,,0.0,Moderada
RA-992,2023,0,2,-2,ALFA T - G2/G3,Masculino,2012,11,2023,Pública,Ametista,,7.2722,,9.5,8.2,3.14,5.0,8.0,8.84,5.0,2.0,,,0.0,Moderada
RA-703,2023,0,2,-2,ALFA T - G2/G3,Masculino,2012,11,2021,Pública,Agata,Agata,6.2737,6.099,9.5,8.4,3.14,6.875,4.6,6.16,5.0,2.0,,,2.0,Moderada
RA-993,2023,0,0,0,ALFA T - G2/G3,Feminino,2015,8,2023,Pública,Topazio,,8.7592,,9.5,9.8,3.77,7.5,8.6,10.01,10.0,2.0,,,0.0,Em fase
RA-674,2023,0,1,-1,ALFA T - G2/G3,Masculino,2014,9,2022,Pública,Agata,Ametista,6.6328,7.862,7.9,8.5,3.77,5.0,5.2,8.67,5.0,2.0,,,1.0,Moderada
RA-994,2023,0,0,0,ALFA T - G2/G3,Feminino,2014,9,2023,Pública,Ametista,,7.4127,,9.5,9.4,3.77,5.625,6.0,7.265,10.0,2.0,,,0.0,Em fase
RA-995,2023,0,2,-2,ALFA T - G2/G3,Feminino,2012,11,2023,Pública,Agata,,6.4782,,9.5,7.9,3.77,6.25,5.1,7.18,5.0,2.0,,,0.0,Moderada
RA-996,2023,0,1,-1,ALFA T - G2/G3,Masculino,2014,9,2023,Pública,Topazio,,8.1892,,10.0,9.2,3.77,7.5,8.6,10.01,5.0,2.0,,,0.0,Moderada
RA-997,2023,0,0,0,ALFA T - G2/G3,Masculino,2015,8,2023,Pública,Ametista,,7.5687,,7.5,8.7,3.77,5.625,7.1,8.595,10.0,2.0,,,0.0,Em fase
RA-998,2023,0,2,-2,ALFA U - G2/G3,Feminino,2012,11,2023,Pública,Ametista,,7.9752,,9.5,9.3,3.77,7.5,7.9,9.84,5.0,2.0,,,0.0,Moderada
RA-999,2023,0,1,-1,ALFA U - G2/G3,Masculino,2014,9,2023,Pública,Topazio,,8.0352,,9.0,9.4,3.77,7.5,8.3,9.84,5.0,2.0,,,0.0,Moderada
RA-750,2023,0,2,-2,ALFA U - G2/G3,Masculino,2012,11,2019,Pública,Quartzo,Agata,5.6857,6.344,9.5,7.7,3.14,4.375,3.4,6.32,5.0,2.0,,,4.0,Moderada
RA-770,2023,0,0,0,ALFA U - G2/G3,Masculino,2015,8,2022,Pública,Agata,Topazio,6.6785,8.143,0.0,8.3,3.77,6.875,5.9,8.92,10.0,2.0,,,1.0,Em fase
RA-771,2023,0,0,0,ALFA U - G2/G3,Feminino,2015,8,2022,Pública,Ametista,Ametista,7.056,7.873,0.0,8.8,3.14,6.25,8.2,8.585,10.0,2.0,,,1.0,Em fase
RA-1000,2023,0,0,0,ALFA U - G2/G3,Feminino,2015,8,2023,Pública,Ametista,,7.9162,,8.5,9.4,3.77,6.25,7.0,8.92,10.0,2.0,,,0.0,Em fase
RA-830,2023,0,1,-1,ALFA U - G2/G3,Feminino,2013,10,2022,Pública,Agata,Ametista,6.78,7.234,0.0,8.9,3.14,6.25,8.3,9.505,5.0,2.0,,,1.0,Moderada
RA-1001,2023,0,1,-1,ALFA U - G2/G3,Feminino,2014,9,2023,Pública,Topazio,,8.1162,,9.0,9.1,7.52,7.5,7.8,9.17,5.0,2.0,,,0.0,Moderada
RA-1002,2023,0,1,-1,ALFA U - G2/G3,Feminino,2014,9,2023,Pública,Ametista,,7.9012,,9.0,9.7,7.52,6.25,7.0,8.92,5.0,2.0,,,0.0,Moderada
RA-1003,2023,0,0,0,ALFA V - G0/G1,Masculino,2015,8,2023,Pública,Ametista,,7.6522,,9.0,8.5,7.52,7.5,4.0,8.75,10.0,2.0,,,0.0,Em fase
RA-835,2023,0,0,0,ALFA V - G0/G1,Masculino,2014,9,2022,Pública,Topazio,Ametista,8.2467,7.263,8.0,8.5,7.52,6.875,8.7,7.835,10.0,2.0,,,1.0,Em fase
RA-1004,2023,0,0,0,ALFA V - G0/G1,Feminino,2014,9,2023,Pública,Topazio,,8.3137,,9.0,9.6,7.52,6.875,7.9,7.42,10.0,2.0,,,0.0,Em fase
RA-1005,2023,0,0,0,ALFA V - G0/G1,Masculino,2015,8,2023,Pública,Topazio,,8.4252,,9.5,7.9,7.52,7.5,8.8,8.165,10.0,2.0,,,0.0,Em fase
RA-1006,2023,0,0,0,ALFA V - G0/G1,Feminino,2015,8,2023,Pública,Topazio,,8.5922,,9.0,9.3,7.52,7.5,8.7,8.0,10.0,2.0,,,0.0,Em fase
RA-705,2023,0,2,-2,ALFA V - G0/G1,Masculino,2012,11,2022,Pública,Agata,Agata,6.982,6.634,0.0,8.3,6.89,7.5,8.8,8.165,5.0,2.0,,,1.0,Moderada
RA-1007,2023,0,0,0,ALFA V - G0/G1,Masculino,2015,8,2023,Pública,Topazio,,8.0782,,9.0,7.4,7.52,7.5,8.3,7.68,10.0,2.0,,,0.0,Em fase
RA-1008,2023,0,0,0,ALFA V - G0/G1,Masculino,2015,8,2023,Pública,Topazio,,8.13595,,9.0,8.6,7.52,5.9375,8.4,7.5,10.0,2.0,,,0.0,Em fase
RA-729,2023,0,1,-1,ALFA V - G0/G1,Feminino,2014,9,2022,Pública,Ametista,Topazio,7.26545,8.155,8.0,9.1,3.77,6.5625,8.6,7.01,5.0,2.0,,,1.0,Moderada
RA-1009,2023,0,0,0,ALFA Y - G0/G1,Masculino,2015,8,2023,Pública,Ametista,,7.245,,0.0,9.0,3.77,7.5,8.8,7.84,10.0,2.0,,,0.0,Em fase
RA-1010,2023,0,0,0,ALFA Y - G0/G1,Masculino,2015,8,2023,Pública,Topazio,,8.70645,,9.5,10.0,3.77,7.8125,9.4,8.59,10.0,2.0,,,0.0,Em fase
RA-1011,2023,0,0,0,ALFA Y - G0/G1,Masculino,2015,8,2023,Pública,Ametista,,7.33095,,9.5,8.6,3.77,7.1875,5.2,7.675,10.0,2.0,,,0.0,Em fase
RA-1012,2023,0,0,0,ALFA Y - G0/G1,Feminino,2015,8,2023,Pública,Ametista,,7.96495,,10.0,9.9,3.77,7.1875,6.6,7.845,10.0,2.0,,,0.0,Em fase
RA-1013,2023,0,0,0,ALFA Y - G0/G1,Masculino,2015,8,2023,Pública,Ametista,,7.6237,,9.0,9.6,4.39,5.625,8.3,5.76,10.0,2.0,,,0.0,Em fase
RA-1014,2023,0,0,0,ALFA Y - G0/G1,Feminino,2016,7,2023,Pública,Topazio,,8.2582,,9.0,9.7,3.77,7.5,8.2,8.255,10.0,2.0,,,0.0,Em fase
RA-1015,2023,1,2,-1,1A,Feminino,2013,10,2023,Pública,Ametista,,7.538908333,,10.0,9.3,6.27,7.34375,6.3,7.786666667,5.0,3.0,,,0.0,Moderada
RA-734,2023,1,2,-1,1A,Feminino,2012,11,2022,Pública,Ametista,Agata,7.305908333,6.952,8.5,8.0,7.52,7.34375,6.9,7.446666667,5.0,3.0,,,1.0,Moderada
RA-687,2023,1,2,-1,1A,Masculino,2013,10,2022,Pública,Ametista,Ametista,7.617533333,7.703,8.0,9.0,7.52,7.5,6.9,8.226666667,5.0,3.0,,,1.0,Moderada
RA-1016,2023,1,2,-1,1A,Feminino,2013,10,2023,Pública,Ametista,,7.762575,,10.0,9.5,7.52,7.34375,6.7,7.73,5.0,3.0,,,0.0,Moderada
RA-1017,2023,1,2,-1,1A,Masculino,2012,11,2023,Pública,Agata,,6.505333333,,0.0,8.0,5.02,7.5,7.7,8.116666667,5.0,3.0,,,0.0,Moderada
RA-688,2023,1,2,-1,1A,Masculino,2013,10,2022,Pública,Topazio,Ametista,8.0442,7.771,8.5,9.3,7.52,7.5,8.6,8.06,5.0,3.0,,,1.0,Moderada
RA-1018,2023,1,1,0,1A,Masculino,2013,10,2023,Pública,Agata,,6.824,,0.0,8.5,5.02,7.5,6.3,8.06,10.0,3.0,,,0.0,Em fase
RA-696,2023,1,1,0,1A,Feminino,2013,10,2021,Pública,Ametista,Ametista,7.172666667,7.441,0.0,9.4,5.02,7.5,6.7,8.503333333,10.0,3.0,,,2.0,Em fase
RA-1019,2023,1,0,1,1A,Feminino,2015,8,2023,Pública,Ametista,,7.177033333,,7.5,9.1,5.02,6.875,4.3,7.836666667,10.0,3.0,,,0.0,Em fase
RA-514,2023,1,2,-1,1A,Feminino,2013,10,2022,Pública,Quartzo,Ametista,5.823133333,7.039,7.9,7.5,2.52,5.0,5.5,5.896666667,5.0,3.0,,,1.0,Moderada
RA-1020,2023,1,1,0,1A,Feminino,2014,9,2023,Pública,Ametista,,7.612283333,,10.0,9.1,2.52,7.1875,6.1,8.056666667,10.0,3.0,,,0.0,Em fase
RA-1021,2023,1,1,0,1A,Masculino,2014,9,2023,Pública,Agata,,6.964616667,,8.0,9.2,3.77,7.1875,3.3,7.893333333,10.0,3.0,,,0.0,Em fase
RA-1022,2023,1,1,0,1A,Masculino,2014,9,2023,Pública,Ametista,,7.164616667,,8.5,8.5,3.77,7.1875,4.7,7.893333333,10.0,3.0,,,0.0,Em fase
RA-1023,2023,1,1,0,1A,Feminino,2014,9,2023,Pública,Topazio,,9.1342,,10.0,10.0,6.27,8.75,9.1,9.06,10.0,3.0,,,0.0,Em fase
RA-699,2023,1,2,-1,1A,Masculino,2013,10,2022,Pública,Agata,Agata,6.389991667,6.658,8.5,8.3,3.77,5.78125,6.0,6.173333333,5.0,3.0,,,1.0,Moderada
RA-480,2023,1,2,-1,1B,Feminino,2012,11,2021,Pública,Topazio,Ametista,8.226408333,7.502,10.0,9.7,7.52,7.96875,7.9,8.336666667,5.0,3.0,,,2.0,Moderada
RA-678,2023,1,2,-1,1B,Masculino,2013,10,2022,Pública,Ametista,Ametista,7.570158333,8.0,8.0,8.8,6.27,7.65625,7.3,8.336666667,5.0,3.0,,,1.0,Moderada
RA-1024,2023,1,2,-1,1B,Feminino,2013,10,2023,Pública,Ametista,,7.788875,,0.0,10.0,6.27,9.21875,9.8,8.95,5.0,3.0,,,0.0,Moderada
RA-502,2023,1,1,0,1B,Feminino,2014,9,2021,Privada,Topazio,Topazio,8.749075,8.287,8.5,9.8,7.52,7.96875,8.0,8.95,10.0,3.0,,,2.0,Em fase
RA-1025,2023,1,1,0,1B,Masculino,2013,10,2023,Pública,Topazio,,8.215158333,,8.5,8.9,7.52,7.65625,7.5,7.836666667,10.0,3.0,,,0.0,Em fase
RA-680,2023,1,2,-1,1B,Feminino,2012,11,2019,Pública,Agata,Ametista,6.5855,7.518,0.0,9.1,7.52,6.875,6.4,7.78,5.0,3.0,,,4.0,Moderada
RA-1026,2023,1,4,-3,1B,Feminino,2009,14,2023,Pública,Agata,,6.494825,,8.5,9.8,7.52,6.40625,3.2,7.06,2.5,3.0,,,0.0,Severa
RA-698,2023,1,1,0,1B,Masculino,2013,10,2021,Pública,Ametista,Ametista,7.553616667,7.44,8.5,9.9,2.52,7.1875,5.7,8.113333333,10.0,3.0,,,2.0,Em fase
RA-533,2023,1,2,-1,1B,Masculino,2012,11,2022,Pública,Ametista,Agata,7.434866667,6.962,9.0,9.3,7.52,7.5,5.8,7.613333333,5.0,3.0,,,1.0,Moderada
RA-504,2023,1,1,0,1B,Feminino,2013,10,2021,Pública,Topazio,Topazio,8.299533333,8.072,8.0,8.3,7.52,7.5,7.9,8.836666667,10.0,3.0,,,2.0,Em fase
